hospital_id,name,type,address,city,state,pincode,latitude,longitude,phone,email,website,beds,specialties,operating_hours,emergency_services,ambulance_available,icu_beds,ventilators,oxygen_supply,blood_bank,accreditation,source,timestamp
OSM-68386,Shree Narayan Hospital,Hospital,"Navnath Nagar, Viral Vihar, Nandurbar",,Maharastra,425412,21.3679437,74.2452257,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980756
OSM-68387,Om Sai Hospital,Hospital,"Navjivan Nagar, Dhule",,Maharastra,424002,20.8939095,74.7664327,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980758
OSM-68388,Charak Hospital,Hospital,"Chitte Nagar, Rupam Nagar, Nandurbar",,Maharastra,425412,21.378855,74.239725,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980760
OSM-68389,Gindodia Hospital,Hospital,"Near Datta Mandir, Vidyanagri, Deopur, Dhule",,Maharastra,424002,20.9235585,74.7782643,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980763
OSM-68390,Desai Hospital,Hospital,"Nava Kumbhar Wada, Viral Vihar, Nandurbar",,Maharastra,425412,21.365101,74.2450626,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980765
OSM-68391,Patel Children General Hospital,Hospital,"Wadibhokar Road, Behind Patel Hospital, Suyog Nagar, Deopur, Dhule",,Maharastra,424002,20.9192125,74.7667291,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980768
OSM-68392,Shree Dwarka Hospital,Hospital,"Station Road, Green Park, Dondaicha",,Maharastra,425408,20.8899558,74.7685522,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980770
OSM-68393,Dashak Hospital,Hospital,"Ashok Nagar, Jamnagiri Road, Opp Kamgar Bhavan, Fashipul, Sambhappa Colony, Dhule",,Maharastra,424001,20.8948801,74.7654274,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980773
OSM-68394,Aastha Hospital,Hospital,"Taloda Road, Rajendra Nagar, Gandhinagar, Nandurbar",,Maharastra,425412,21.386165,74.2402983,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980776
OSM-68395,Nandadeep Maternity and E.N.T Hospital,Hospital,"Arunodya Complex, Solapur - Dhule Road, Oswal Nagar, Bhoi Society, Dhule",,Maharastra,424005,20.9260955,74.7769996,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980779
OSM-68396,Ankur Hospital,Hospital,"Sambhappa Colony, Dhule",,Maharastra,424006,20.89421,74.76554,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980782
OSM-68397,Tuljai Hospital,Hospital,"Deopur, Dhule",,Maharastra,424002,20.923803,74.776777,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980784
OSM-68398,Yash Urology Hospital,Hospital,"Near Agrasen Statue, Malegaon",,Maharastra,,20.891741,74.774265,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980786
OSM-68399,Dr. Deepak Dinkar Patil Accident Hospital,Hospital,"Ashok Nagar, Jamnagiri Road, Fashipool, Dhule",,Maharastra,424001,20.895298,74.7654428,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980789
OSM-68400,Thakare Hospital,Hospital,"Wadibhokar Road, Deopur, Dhule",,Maharastra,424002,20.9157724,74.7710815,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980792
OSM-68401,Sarthak Hospital,Hospital,"Kuber Nagar, Ganesh Nagar, Shahada",,Maharastra,425409,21.549154,74.485824,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980794
OSM-68402,Suhari Hospital,Hospital,"Ahead of Government Guest House, At Navapur - Pimpalner Road, Pimpalner",,Maharastra,424306,20.9555252,74.1176557,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980796
OSM-68403,Sanjeevani Children's Hospital,Hospital,"Om Sai Plaza, Korit Road, Nandurbar",,Maharastra,425412,21.3858054,74.2506388,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980799
OSM-68404,Mamta Hospital,Hospital,"Deopur, Dhule",,Maharastra,424002,20.9223118,74.7769834,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980801
OSM-68405,More Hospital,Hospital,Sakri,,Maharastra,424304,20.992576,74.3192799,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980803
OSM-68406,Yashashree Hospital,Hospital,"Gurukrupa Colony, Taloda",,Maharastra,425413,21.5635629,74.2188006,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980806
OSM-68407,Kilbil Hospital,Hospital,"Bhuvaneshwar Nagar, Gandhinagar, Nandurbar",,Maharastra,425412,21.3867713,74.2458384,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980808
OSM-68408,Sanjivan Child Hospital,Hospital,"Shakri, Dhule, NH-6, Dhule Nagpur Kolkata Highway, Mumbai Highway, Dhule",,Maharastra,424304,20.994361,74.316771,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980810
OSM-68409,Panjarale Hospital,Hospital,Taloda,,Maharastra,425413,21.5607408,74.212308,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980812
OSM-68410,Munot Hospital,Hospital,"Deopur, Dhule",,Maharastra,424002,20.9116862,74.776433,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980813
OSM-68411,Bhatwal Hospital,Hospital,"Agrawal Nagar, Malegaon Road, Dhule",,Maharastra,424001,20.8881533,74.7735723,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980815
OSM-68412,Sharon TB Hospital,Hospital,"Near Hanuman Petrol Pump, Arihant Nagar, Nandurbar",,Maharastra,425412,21.3884682,74.2556528,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980817
OSM-68413,Bhagwati Hospital,Hospital,"NH753B, Near Prakash Oil Mill, Arihant Nagar, Nandurbar",,Maharastra,425412,21.3784129,74.2582847,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980819
OSM-68414,Shaishav Hospital,Hospital,"Saibaba Nagar, Shahada",,Maharastra,425409,21.5408481,74.4754388,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980820
OSM-68415,Shraddha Hospital,Hospital,"SH 6, Navnath Nagar, Viral Vihar, Nandurbar",,Maharastra,425412,21.3653021,74.2434861,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980822
OSM-68416,Madhusmit Hospital,Hospital,"Ashok Nagar, Chitod Road, Dhule",,Maharastra,424002,20.8937839,74.7650145,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980824
OSM-68417,Krushna Hospital,Hospital,"Dongargoan Road, Krushna Kunj Colony, Kuber Nagar, Ganesh Nagar, Shahada",,Maharastra,425409,21.5459765,74.4769131,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980827
OSM-68418,Aditya Maternity and Eye Hospital,Hospital,"Dongargaon Road, Near Patel Residency, Garib Nawaz Colony, Mahalaxmi Nagar, Shahada",,Maharastra,425409,21.5474322,74.4767293,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980829
OSM-68419,Sarah Multispeciality Hospital,Hospital,"Vadjai Road, Opp. Madrasa Sirajul-Uloom, Vaibhav Nagar, Dhule",,Maharastra,424001,20.885341,74.789448,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980830
OSM-68420,Saideep Hospital,Hospital,"Swami Samartha Nagar, Gandhinagar, Nandurbar",,Maharastra,425412,21.3797712,74.2467051,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980832
OSM-68421,Radhey Hospital,Hospital,"Ambaji Mandir, Garib Nawaz Colony, Mahalaxmi Nagar, Shahada",,Maharastra,425409,21.547904,74.471608,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980834
OSM-68422,Jai Prakash Narayan Hospital,Hospital,"SH5, Viral Vihar, Nandurbar",,Maharastra,425412,21.3692175,74.2429683,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980836
OSM-68423,Sonam Hospital,Hospital,"Garib Nawaj Coloney, Shahada",,Maharastra,425409,21.5511395,74.4727122,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980838
OSM-68424,Rakshak Accident Hospital,Hospital,"9B, Near SBI Nandurbar Branch, Shivaji Colony, Nandurbar",,Maharastra,425412,21.3667413,74.2463337,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980839
OSM-68425,Seva Superspeciality Hospital and Critical Care Centre,Hospital,"Mission Compound, Sakri Road, Padmanabh Nagar, Kumar Nagar, Dhule",,Maharastra,424002,20.9026867,74.762653,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980841
OSM-68426,JAIN Children & General Hospital,Hospital,"Lokmanya Dhule Road, Railway Colony, Nandurbar",,Maharastra,425412,21.367251,74.2459827,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980844
OSM-68427,Madhura Maternity Hospital,Hospital,"Rupaseth Park, Near Kaka ka Dhabha, Behind Upnagar Police Station, Nandurbar",,Maharastra,425412,21.3793517,74.2390397,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980845
OSM-68428,Shivpushp Hospital,Hospital,"Opp. Zende Hospital, Green Park, Dhule",,Maharastra,424006,20.8902688,74.7682835,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980847
OSM-68429,Vardaan Hospital,Hospital,"Station Road, Green Park, Dhule",,Maharastra,424006,20.8896888,74.7684359,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980849
OSM-68430,Patil Hospital,Hospital,"Khodai Mata Road, Nandurbar",,Maharastra,425412,21.369351,74.248858,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980850
OSM-68431,Shri Sai Accident and Eye Hospital,Hospital,"Shakri, Dhule, NH-6, Dhule Nagpur Kolkata Highway, Mumbai Highway, Dhule",,Maharastra,424304,20.9942997,74.317204,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980852
OSM-68432,Jamnabai Memorial Hospital,Hospital,"Wadibhokar Road, Municipal Colony, Deopur, Dhule",,Maharastra,424002,20.9120915,74.7708564,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980854
OSM-68433,Pushpravi Hospital,Hospital,"Gokul Nagar Road, Vrindavan Nagar, Kuber Nagar, Gokulbhai Nagar, Shahada",,Maharastra,425409,21.542535,74.475103,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980859
OSM-68434,Daga Hospital,Hospital,Akkalkuva,,Maharastra,425415,21.555199,74.016114,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980861
OSM-68435,C D Mahajan Accident Hospital,Hospital,"Khodai Mata Road, Nehru Nagar, Nandurbar",,Maharastra,425412,21.3694138,74.2498986,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980863
OSM-68436,Jagdish Hospital,Hospital,"Saraswati Colony, Saibaba Nagar, Shahada",,Maharastra,425409,21.5409466,74.4779317,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980865
OSM-68437,Archana Cardiac and Diabetes Centre Hospital,Hospital,Dhule,,Maharastra,424001,20.8916241,74.7735375,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980866
OSM-68438,Government Hospital,Hospital,"Mohadi Upnagar, Dhule",,Maharastra,424311,20.8681466,74.7777528,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980869
OSM-68439,Mangalya Hospital,Hospital,"Wadibhokar Road, Professor Colony, Deopur, Dhule",,Maharastra,424002,20.914136,74.7719149,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980872
OSM-68440,Chaitanya Hospital,Hospital,"Vidyanagri, Deopur, Dhule",,Maharastra,424005,20.9237178,74.7774075,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980874
OSM-68441,Prarthana Hospital,Hospital,"Near Gandhi Statue, Vijay Nagar, Shahada",,Maharastra,425409,21.5456851,74.4707322,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980877
OSM-68442,Gokul Children's Hospital,Hospital,"Dhule - Malegaon Road, Opposite Waghdevta Mandir, Green Park, Dhule",,Maharastra,424001,20.8856038,74.7720182,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980879
OSM-68443,Medicare Hospital,Hospital,"Plot No.37, Taloda Road, Kanhaiya Nagar, Nandurbar",,Maharastra,425412,21.3877651,74.241524,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980882
OSM-68444,Devare Nursing Home,Hospital,"Shakri, NH-6, Dhule Nagpur Kolkata Highway, Mumbai Highway, Dhule",,Maharastra,424304,20.994306,74.317034,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980885
OSM-68445,Shree Shakambhari Hospital,Hospital,"Sambhappa Colony, Dhule",,Maharastra,424006,20.8945385,74.7660027,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980887
OSM-68446,Shinde Hospital and Surgical ICU,Hospital,"Khodai Mata Road, Nehru Nagar, Nandurbar",,Maharastra,425412,21.369713,74.251502,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980890
OSM-68447,"Government Hospital, Yelpane",Hospital,Yelpane,,Maharashtra,414701,18.6975093,74.5384678,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980892
OSM-68448,Taj Hospital,Hospital,,,,,13.0239396,80.116819,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980894
OSM-68449,Malar Clinic,Hospital,,,,,12.9645886,80.1958518,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980896
OSM-68450,"Government Hospital, Popatkhed",Hospital,Popatkhed,,Maharashtra,444101,21.2073368,77.0772574,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980898
OSM-68451,Primary health Center,Hospital,,,,602024,13.1207073,79.9960294,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980900
OSM-68452,Lokesh Hospital,Hospital,"Opp. India Garage, Jilha Peth, Jalgaon",,Maharastra,425001,21.0030925,75.5639528,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980902
OSM-68453,Ashirwad Hospital,Hospital,"Maharashtra State Highway 4, Near Kanhaiya Hotel, Savda",,Maharastra,425502,21.153199,75.891151,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980904
OSM-68454,Shree Datta Nursing Home,Hospital,"Pratap Nagar, Jalgaon",,Maharastra,425001,21.0110167,75.5553702,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980906
OSM-68455,Asha Hospital,Hospital,"Jammer Road, Anil Nagar, Bhusawal",,Maharastra,425201,21.0415575,75.7783503,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980908
OSM-68456,Aai Hospital,Hospital,"Pratibha Nagar, Varangaon",,Maharastra,425305,21.0146353,75.9084741,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980910
OSM-68457,Nirmalseva Accident Hospital,Hospital,"Jalgaon Municipal Corporation's Bahinabai Garden, Tagore Nagar",,Maharastra,,21.0028143,75.5591708,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980912
OSM-68458,Dr. K D Patil Multispeciality Hospital,Hospital,"Pimprala Road, Shahunagar, Jalgaon",,Maharastra,425001,21.0141075,75.5600597,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980914
OSM-68459,Dr. Ishti Hospital,Hospital,"2673-A 17/3/1, Pratap Nagar, Near Dr Subhash Choudhari Hospital, Jalgaon",,Maharastra,425001,21.010248,75.5590713,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980917
OSM-68460,Rubi Hospital & Maternity Home,Hospital,"Joshi Peth, Jalgaon",,Maharastra,425001,21.0115233,75.5712436,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980919
OSM-68461,Krishna Hospital,Hospital,"Khwajamiya Road, Opp. Police Line, Yashwant Colony, Pratap Nagar, Jalgaon",,Maharastra,425001,21.01098,75.554332,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980921
OSM-68462,Aai Hospital,Hospital,"Bhaskar Nagar, Yawal",,Maharastra,425301,21.1690763,75.7016066,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980923
OSM-68463,Dr. Gopal Patil Private Hospital,Hospital,Kerhale,,Maharastra,425508,21.2703507,76.0599233,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980925
OSM-68464,Gurudev Hospital,Hospital,"Near ICICI Bank, Bodvad",,Maharastra,425310,20.8833372,75.9941037,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980926
OSM-68465,Dr. Rahul Jawale's Sunrise Hospital,Hospital,"Sindhi Colony, Bhusawal",,Maharastra,425201,21.035162,75.783956,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980928
OSM-68466,Moraya Hospital,Hospital,"Onkar Nagar, Jaikisan Wadi, Jalgaon",,Maharastra,425001,21.0075685,75.5687688,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980931
OSM-68467,Mangalmurti Hospital Critical Care and Laparoscopy Centre,Hospital,"Ashirvad Building, Gandhi Nagar, Jilha Peth, Jalgaon",,Maharastra,,21.0077379,75.5649257,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980933
OSM-68468,Dr. Ravindra Bhangale Hospital,Hospital,"Ring Rooad, Pratap Nagar, Jalgaon",,Maharastra,425001,21.001778,75.559261,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980935
OSM-68469,Chinmay Hospital & Critical Care Centre,Hospital,"Near Pandey Dairy Chowk, Onkar Nagar, Jaikisan Wadi, Jalgaon",,Maharastra,425001,21.007399,75.567808,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980937
OSM-68470,Orchid Multi Superspeciality Hospital,Hospital,"Opp. R.R High School, Jilha Peth, Old B J Market, Jalgaon",,Maharastra,425001,21.009676,75.566512,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980939
OSM-68471,Shree Om Surgical and Eye Hospital,Hospital,Raver,,Maharastra,425508,21.2389537,76.0309214,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980941
OSM-68472,Madhu Prabha Children Hospital,Hospital,Savda,,Maharastra,425502,21.153119,75.8917061,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980943
OSM-68473,Nehete Hospital,Hospital,"Navshakti Arcade Complex, Jamner Road, Upasani Colony, Opp Hanuman Nagar, Bhusawal",,Maharastra,425201,21.0395725,75.780358,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980946
OSM-68474,Dr. Ravi Mahajan Hospital,Hospital,"Near Anglo Urdu School, Dhake Colony, Pratap Nagar, Jalgaon",,Maharastra,425001,21.0112092,75.557466,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980949
OSM-68475,New Asha Hospital,Hospital,"Jalgaon Road, Prakash Nagar, Jamner",,Maharastra,424206,20.8087288,75.7720606,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980951
OSM-68476,Sadguru Hospital,Hospital,"Pimprud-Savda Road, Savda",,Maharastra,425502,21.152513,75.889148,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980953
OSM-68477,Wankhede Hospital,Hospital,"Bhaskar Market Road, Pratap Nagar, Jalgaon",,Maharastra,425001,21.0022137,75.5612175,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980954
OSM-68478,Aashwini Multispeciality Hospital,Hospital,"Shahu Nager, Behind District, June Jalgaon Road, Yogeshwar Nagar, Shahunagar, Jalgaon",,Maharastra,425001,21.013514,75.558781,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980957
OSM-68479,Chetana Hospital,Hospital,"Sindhi Colony, Ring Road, Behind Akashwani Kendra, Jalgaon",,Maharastra,425001,20.997112,75.564203,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980959
OSM-68480,Vishvesh Mulanche Children's Hospital,Hospital,"M.J. College Road, Jalgaon",,Maharastra,425001,21.000496,75.557109,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980961
OSM-68481,Vishwasudha Hospital,Hospital,"Raver-Bhusal Highway, Jalgaon, Near to BSNL Office, Savda",,Maharastra,425501,21.154474,75.887784,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980963
OSM-68482,Pratibha Hospital,Hospital,"New Joshi Colony, Prabhat Colony, Jalgaon",,Maharastra,425001,21.0030338,75.5673886,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980965
OSM-68483,Bhalode Hospital,Hospital,"Pande Chauk to Sindhi Colony Road, Near Hanuman Mandir, Prabhat Colony, Jalgaon",,Maharastra,425001,21.0051473,75.5681186,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980967
OSM-68484,Kaminikamal Accident and Joint Replacement Hospital,Hospital,"Ring Road, Jalgaon",,Maharastra,425001,21.0085418,75.5554183,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980969
OSM-68485,Vansh Hospital,Hospital,"Onkar Nagar, Pandey Dairy Chowk, Opp Civil Hospital, Church Road, Jalgaon",,Maharastra,425001,21.007512,75.5683186,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980971
OSM-68486,Gujar Spine Centre & Matrix Hospital,Hospital,"Ring Road, Hareshwar Nagar, Tagore Nagar, Jalgaon",,Maharastra,425001,21.0052141,75.5568102,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980973
OSM-68487,Tejas Mulanche Hospital,Hospital,"Jilha Peth, Prabhat Colony, Jalgaon",,Maharastra,425001,21.003148,75.564256,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980975
OSM-68488,Tara Maternity Surgical Hospital,Hospital,"Shahu Maharaj Complex, First Floor, Shahu Nagar, Near Advocate Chambar, Jalgaon",,Maharastra,425001,21.011923,75.557089,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980977
OSM-68489,City Hospital,Hospital,"Near Panchmukhi Hanuman Mandir, Opp. Dadiwala Banglose",,Maharastra,425001,21.0042608,75.5683014,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980979
OSM-68490,Chaitanya Hospital,Hospital,"Ring Road, Ramdas Colony, Jalgaon",,Maharastra,425001,21.002047,75.559049,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980981
OSM-68491,Meera Multispeciality Hospital,Hospital,"Jalgaon Road, Jamner",,Maharastra,424206,20.809907,75.7717846,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980982
OSM-68492,Patel Hospital,Hospital,"Tulsi Nagar, Bhusawal",,Maharastra,425201,21.044645,75.7791691,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980984
OSM-68493,Vijayanand Hospital,Hospital,"Bhusawal Road, Supari Baug Line, Jamner",,Maharastra,424206,20.8115341,75.7764983,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980986
OSM-68494,Shreepad Hospital,Hospital,"State Highway 4, Raver",,Maharastra,425508,21.2437265,76.0352076,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980988
OSM-68495,Dr. Tejendra Chaudhari Neurology Hospital,Hospital,"Pande Chauk to Sindhi Colony Road, Jaikisan Wadi, Jalgaon",,Maharastra,425001,21.008805,75.569269,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980990
OSM-68496,Arpan Hospital,Hospital,"Kulkarni Plot, Behind Court, Bhusawal",,Maharastra,425201,21.0509667,75.7818921,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980991
OSM-68497,Swara Hospital,Hospital,"Behind Brooke Bond Colony, Near Bahinabai Udyan, Gurudatta Colony, Ganesh Colony, Jalgaon",,Maharastra,425001,21.0026598,75.5572619,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980993
OSM-68498,Mahajan Accident Hospital,Hospital,Raver,,Maharastra,425508,21.2432917,76.0348403,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980995
OSM-68499,Dr. Dhande Hospital,Hospital,"Jamner Road, Tulsi Nagar, Bhusawal",,Maharastra,425201,21.045388,75.7800868,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980997
OSM-68500,Sanjivani Hospital,Hospital,"Pachora - Jamner Road, Jamner",,Maharastra,424206,20.8055662,75.7787157,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.980999
OSM-68501,Om Hospital,Hospital,"Datta Colony, Jalgaon",,Maharastra,425001,21.011273,75.558446,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.981001
OSM-68502,Medicare Children and General Hospital,Hospital,"Jamner Road, Bodwad Dist, Opp New Tahasil Office",,Maharastra,425310,20.8806511,75.9892098,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.981004
OSM-68503,Shobha Maternity Hospital,Hospital,"Bhusawal Road, Muktainagar",,Maharastra,425306,21.044289,76.05875,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.981007
OSM-68504,Sujay Hospital and Maternity Home,Hospital,"Onkar Nagar, Jaikisan Wadi, Jalgaon",,Maharastra,425001,21.0067628,75.5679336,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.981009
OSM-68505,Jeevan Jyoti Cancer Hospital,Hospital,"Vivekanand Nagar, Jilha Peth, Swatantra Chowk, Behind Hotel Rupali, Jalgaon",,Maharastra,425001,21.003211,75.565228,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.981012
OSM-68506,Vandana Hospital and Maternity Home,Hospital,"Opp.Old B J Market, Jaikisan Wadi, Jalgaon",,Maharastra,425001,21.0097443,75.5669624,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.981015
OSM-68507,Yamunai Hospital,Hospital,"Plot no 11B, Near.Bahinabai Garden, Jalgaon",,Maharastra,425001,21.002846,75.5573588,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.981017
OSM-68508,Avantika Hospital,Hospital,"Khwajamiya Road, Nandnavan Colony, Ganesh Colony, Jalgaon",,Maharastra,425001,21.011802,75.552687,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.981020
OSM-68509,K K Hospital,Hospital,"Jaikisan Wadi, Jalgaon",,Maharastra,425001,21.0074105,75.5659632,,,,,,,,,,,,,,OPENSTREETMAP,2026-08-23T14:34:53.981022
